A & N ISLANDS,By Jumping off Moving Vehicles/Trains,0
A & N ISLANDS,By coming under running vehicles/trains,0
A & N ISLANDS,By Machine,0
A & N ISLANDS,By Other means,0
A & N ISLANDS,By Over Alcoholism,0
A & N ISLANDS,By Jumping from (Building),0
A & N ISLANDS,By Self Infliction of injury,0
A & N ISLANDS,By Jumping from (Other sites),0
A & N ISLANDS,By Overdose of sleeping pills,1
A & N ISLANDS,By Fire-Arms,1
A & N ISLANDS,By touching electric wires,2
A & N ISLANDS,By Other means (please specify),13
A & N ISLANDS,By Drowning,24
A & N ISLANDS,By Fire/Self Immolation,57
A & N ISLANDS,By Consuming Insecticides,63
A & N ISLANDS,By Consuming Other Poison,130
A & N ISLANDS,By Hanging,1332
ANDHRA PRADESH,By Machine,57
ANDHRA PRADESH,By Fire-Arms,461
ANDHRA PRADESH,By Self Infliction of injury,510
ANDHRA PRADESH,By Other means,559
ANDHRA PRADESH,By Jumping from (Other sites),576
ANDHRA PRADESH,By Jumping from (Building),643
ANDHRA PRADESH,By touching electric wires,803
ANDHRA PRADESH,By Jumping off Moving Vehicles/Trains,858
ANDHRA PRADESH,By Overdose of sleeping pills,1080
ANDHRA PRADESH,By Over Alcoholism,1835
ANDHRA PRADESH,By coming under running vehicles/trains,8404
ANDHRA PRADESH,By Drowning,9681
ANDHRA PRADESH,By Other means (please specify),10823
ANDHRA PRADESH,By Fire/Self Immolation,15070
ANDHRA PRADESH,By Consuming Other Poison,23831
ANDHRA PRADESH,By Hanging,33074
ANDHRA PRADESH,By Consuming Insecticides,54555
ARUNACHAL PRADESH,By Jumping off Moving Vehicles/Trains,0
ARUNACHAL PRADESH,By Overdose of sleeping pills,0
ARUNACHAL PRADESH,By Other means,0
ARUNACHAL PRADESH,By Machine,0
ARUNACHAL PRADESH,By Self Infliction of injury,1
ARUNACHAL PRADESH,By Jumping from (Building),6
ARUNACHAL PRADESH,By touching electric wires,6
ARUNACHAL PRADESH,By Jumping from (Other sites),7
ARUNACHAL PRADESH,By Over Alcoholism,10
ARUNACHAL PRADESH,By Fire/Self Immolation,18
ARUNACHAL PRADESH,By Consuming Insecticides,18
ARUNACHAL PRADESH,By coming under running vehicles/trains,26
ARUNACHAL PRADESH,By Fire-Arms,31
ARUNACHAL PRADESH,By Consuming Other Poison,58
ARUNACHAL PRADESH,By Drowning,65
ARUNACHAL PRADESH,By Other means (please specify),65
ARUNACHAL PRADESH,By Hanging,1017
ASSAM,By Machine,41
ASSAM,By Overdose of sleeping pills,51
ASSAM,By Fire-Arms,64
ASSAM,By Self Infliction of injury,102
ASSAM,By Jumping from (Building),104
ASSAM,By Over Alcoholism,179
ASSAM,By Jumping from (Other sites),208
ASSAM,By Other means,226
ASSAM,By Jumping off Moving Vehicles/Trains,484
ASSAM,By Consuming Insecticides,522
ASSAM,By touching electric wires,646
ASSAM,By coming under running vehicles/trains,750
ASSAM,By Fire/Self Immolation,854
ASSAM,By Other means (please specify),3609
ASSAM,By Drowning,3643
ASSAM,By Consuming Other Poison,6168
ASSAM,By Hanging,16818
BIHAR,By Machine,25
BIHAR,By Jumping off Moving Vehicles/Trains,29
BIHAR,By coming under running vehicles/trains,54
BIHAR,By Jumping from (Other sites),68
BIHAR,By Jumping from (Building),79
BIHAR,By Self Infliction of injury,88
BIHAR,By Overdose of sleeping pills,94
BIHAR,By Fire-Arms,97
BIHAR,By Other means,135
BIHAR,By Over Alcoholism,168
BIHAR,By touching electric wires,212
BIHAR,By Drowning,836
BIHAR,By Fire/Self Immolation,878
BIHAR,By Consuming Other Poison,1240
BIHAR,By Hanging,1256
BIHAR,By Consuming Insecticides,1273
BIHAR,By Other means (please specify),2713
CHANDIGARH,By touching electric wires,0
CHANDIGARH,By Jumping off Moving Vehicles/Trains,0
CHANDIGARH,By Machine,0
CHANDIGARH,By coming under running vehicles/trains,0
CHANDIGARH,By Overdose of sleeping pills,1
CHANDIGARH,By Jumping from (Other sites),2
CHANDIGARH,By Other means,3
CHANDIGARH,By Self Infliction of injury,4
CHANDIGARH,By Over Alcoholism,7
CHANDIGARH,By Jumping from (Building),17
CHANDIGARH,By Consuming Insecticides,18
CHANDIGARH,By Fire-Arms,19
CHANDIGARH,By Other means (please specify),19
CHANDIGARH,By Drowning,34
CHANDIGARH,By Fire/Self Immolation,121
CHANDIGARH,By Consuming Other Poison,204
CHANDIGARH,By Hanging,585
CHHATTISGARH,By Overdose of sleeping pills,31
CHHATTISGARH,By Jumping from (Other sites),49
CHHATTISGARH,By Machine,69
CHHATTISGARH,By Jumping from (Building),117
CHHATTISGARH,By Self Infliction of injury,344
CHHATTISGARH,By Other means,393
CHHATTISGARH,By Jumping off Moving Vehicles/Trains,400
CHHATTISGARH,By touching electric wires,483
CHHATTISGARH,By Fire-Arms,558
CHHATTISGARH,By Over Alcoholism,885
CHHATTISGARH,By coming under running vehicles/trains,1306
CHHATTISGARH,By Drowning,2024
CHHATTISGARH,By Consuming Other Poison,4973
CHHATTISGARH,By Fire/Self Immolation,5297
CHHATTISGARH,By Other means (please specify),7651
CHHATTISGARH,By Consuming Insecticides,11877
CHHATTISGARH,By Hanging,24038
D & N HAVELI,By Self Infliction of injury,0
D & N HAVELI,By coming under running vehicles/trains,0
D & N HAVELI,By Jumping off Moving Vehicles/Trains,0
D & N HAVELI,By Overdose of sleeping pills,0
D & N HAVELI,By touching electric wires,0
D & N HAVELI,By Over Alcoholism,0
D & N HAVELI,By Other means,0
D & N HAVELI,By Fire-Arms,0
D & N HAVELI,By Machine,0
D & N HAVELI,By Jumping from (Building),1
D & N HAVELI,By Jumping from (Other sites),4
D & N HAVELI,By Drowning,7
D & N HAVELI,By Other means (please specify),18
D & N HAVELI,By Consuming Insecticides,26
D & N HAVELI,By Fire/Self Immolation,34
D & N HAVELI,By Consuming Other Poison,126
D & N HAVELI,By Hanging,470
DAMAN & DIU,By coming under running vehicles/trains,0
DAMAN & DIU,By Machine,0
DAMAN & DIU,By Other means,0
DAMAN & DIU,By touching electric wires,0
DAMAN & DIU,By Self Infliction of injury,0
DAMAN & DIU,By Overdose of sleeping pills,0
DAMAN & DIU,By Jumping off Moving Vehicles/Trains,0
DAMAN & DIU,By Over Alcoholism,1
DAMAN & DIU,By Jumping from (Building),1
DAMAN & DIU,By Fire-Arms,2
DAMAN & DIU,By Jumping from (Other sites),2
DAMAN & DIU,By Consuming Insecticides,6
DAMAN & DIU,By Other means (please specify),22
DAMAN & DIU,By Drowning,27
DAMAN & DIU,By Consuming Other Poison,40
DAMAN & DIU,By Fire/Self Immolation,47
DAMAN & DIU,By Hanging,131
DELHI (UT),By Other means,6
DELHI (UT),By Machine,7
DELHI (UT),By Overdose of sleeping pills,39
DELHI (UT),By coming under running vehicles/trains,70
DELHI (UT),By Jumping off Moving Vehicles/Trains,78
DELHI (UT),By touching electric wires,83
DELHI (UT),By Self Infliction of injury,89
DELHI (UT),By Jumping from (Other sites),100
DELHI (UT),By Over Alcoholism,139
DELHI (UT),By Drowning,154
DELHI (UT),By Fire-Arms,240
DELHI (UT),By Jumping from (Building),253
DELHI (UT),By Consuming Insecticides,763
DELHI (UT),By Other means (please specify),1175
DELHI (UT),By Fire/Self Immolation,1330
DELHI (UT),By Consuming Other Poison,2262
DELHI (UT),By Hanging,10069
GOA,By Machine,0
GOA,By touching electric wires,5
GOA,By Jumping off Moving Vehicles/Trains,7
GOA,By Fire-Arms,13
GOA,By Jumping from (Building),15
GOA,By Self Infliction of injury,15
GOA,By Other means,22
GOA,By Overdose of sleeping pills,23
GOA,By Jumping from (Other sites),36
GOA,By coming under running vehicles/trains,41
GOA,By Over Alcoholism,57
GOA,By Consuming Insecticides,135
GOA,By Other means (please specify),156
GOA,By Fire/Self Immolation,251
GOA,By Consuming Other Poison,282
GOA,By Drowning,598
GOA,By Hanging,1819
GUJARAT,By Machine,29
GUJARAT,By Other means,98
GUJARAT,By Over Alcoholism,111
GUJARAT,By Fire-Arms,144
GUJARAT,By touching electric wires,217
GUJARAT,By Jumping off Moving Vehicles/Trains,281
GUJARAT,By Self Infliction of injury,288
GUJARAT,By Jumping from (Other sites),288
GUJARAT,By Overdose of sleeping pills,410
GUJARAT,By Jumping from (Building),473
GUJARAT,By Other means (please specify),1706
GUJARAT,By coming under running vehicles/trains,2748
GUJARAT,By Drowning,4817
GUJARAT,By Fire/Self Immolation,10472
GUJARAT,By Consuming Other Poison,11306
GUJARAT,By Consuming Insecticides,16126
GUJARAT,By Hanging,16663
HARYANA,By Jumping off Moving Vehicles/Trains,42
HARYANA,By Machine,61
HARYANA,By Overdose of sleeping pills,82
HARYANA,By Fire-Arms,147
HARYANA,By Jumping from (Building),156
HARYANA,By Jumping from (Other sites),171
HARYANA,By Self Infliction of injury,189
HARYANA,By Other means,355
HARYANA,By Over Alcoholism,426
HARYANA,By touching electric wires,1161
HARYANA,By coming under running vehicles/trains,1553
HARYANA,By Drowning,1648
HARYANA,By Fire/Self Immolation,2300
HARYANA,By Consuming Insecticides,3232
HARYANA,By Hanging,5117
HARYANA,By Consuming Other Poison,5653
HARYANA,By Other means (please specify),7144
HIMACHAL PRADESH,By Jumping off Moving Vehicles/Trains,4
HIMACHAL PRADESH,By Machine,5
HIMACHAL PRADESH,By Self Infliction of injury,9
HIMACHAL PRADESH,By coming under running vehicles/trains,11
HIMACHAL PRADESH,By Overdose of sleeping pills,11
