A & N ISLANDS,Farming/Agriculture Activity,94
A & N ISLANDS,House Wife,360
A & N ISLANDS,Others (Please Specify),114
A & N ISLANDS,Professional Activity,2
A & N ISLANDS,Public Sector Undertaking,7
A & N ISLANDS,Retired Person,32
A & N ISLANDS,Self-employed (Business activity),32
A & N ISLANDS,Service (Government),191
A & N ISLANDS,Service (Private),552
A & N ISLANDS,Student,156
A & N ISLANDS,Unemployed,77
ANDHRA PRADESH,Farming/Agriculture Activity,26587
ANDHRA PRADESH,House Wife,27634
ANDHRA PRADESH,Others (Please Specify),59188
ANDHRA PRADESH,Professional Activity,4923
ANDHRA PRADESH,Public Sector Undertaking,3799
ANDHRA PRADESH,Retired Person,845
ANDHRA PRADESH,Self-employed (Business activity),11076
ANDHRA PRADESH,Service (Government),2607
ANDHRA PRADESH,Service (Private),12007
ANDHRA PRADESH,Student,6609
ANDHRA PRADESH,Unemployed,7504
ARUNACHAL PRADESH,Farming/Agriculture Activity,185
ARUNACHAL PRADESH,House Wife,202
ARUNACHAL PRADESH,Others (Please Specify),226
ARUNACHAL PRADESH,Professional Activity,3
ARUNACHAL PRADESH,Public Sector Undertaking,12
ARUNACHAL PRADESH,Retired Person,5
ARUNACHAL PRADESH,Self-employed (Business activity),108
ARUNACHAL PRADESH,Service (Government),174
ARUNACHAL PRADESH,Service (Private),182
ARUNACHAL PRADESH,Student,109
ARUNACHAL PRADESH,Unemployed,115
ASSAM,Farming/Agriculture Activity,3418
ASSAM,House Wife,5789
ASSAM,Others (Please Specify),13205
ASSAM,Professional Activity,1261
ASSAM,Public Sector Undertaking,974
ASSAM,Retired Person,80
ASSAM,Self-employed (Business activity),4307
ASSAM,Service (Government),267
ASSAM,Service (Private),1011
ASSAM,Student,2422
ASSAM,Unemployed,1666
BIHAR,Farming/Agriculture Activity,806
BIHAR,House Wife,1893
BIHAR,Others (Please Specify),4209
BIHAR,Professional Activity,108
BIHAR,Public Sector Undertaking,84
BIHAR,Retired Person,58
BIHAR,Self-employed (Business activity),205
BIHAR,Service (Government),125
BIHAR,Service (Private),339
BIHAR,Student,776
BIHAR,Unemployed,631
CHANDIGARH,Farming/Agriculture Activity,3
CHANDIGARH,House Wife,219
CHANDIGARH,Others (Please Specify),174
CHANDIGARH,Professional Activity,5
CHANDIGARH,Public Sector Undertaking,24
CHANDIGARH,Retired Person,9
CHANDIGARH,Self-employed (Business activity),39
CHANDIGARH,Service (Government),59
CHANDIGARH,Service (Private),190
CHANDIGARH,Student,155
CHANDIGARH,Unemployed,151
CHHATTISGARH,Farming/Agriculture Activity,14344
CHHATTISGARH,House Wife,9285
CHHATTISGARH,Others (Please Specify),23020
CHHATTISGARH,Professional Activity,1505
CHHATTISGARH,Public Sector Undertaking,440
CHHATTISGARH,Retired Person,87
CHHATTISGARH,Self-employed (Business activity),1385
CHHATTISGARH,Service (Government),618
CHHATTISGARH,Service (Private),2709
CHHATTISGARH,Student,3344
CHHATTISGARH,Unemployed,3637
D & N HAVELI,Farming/Agriculture Activity,168
D & N HAVELI,House Wife,222
D & N HAVELI,Others (Please Specify),75
D & N HAVELI,Professional Activity,0
D & N HAVELI,Public Sector Undertaking,0
D & N HAVELI,Retired Person,5
D & N HAVELI,Self-employed (Business activity),11
D & N HAVELI,Service (Government),8
D & N HAVELI,Service (Private),127
D & N HAVELI,Student,39
D & N HAVELI,Unemployed,31
DAMAN & DIU,Farming/Agriculture Activity,4
DAMAN & DIU,House Wife,54
DAMAN & DIU,Others (Please Specify),79
DAMAN & DIU,Professional Activity,2
DAMAN & DIU,Public Sector Undertaking,2
DAMAN & DIU,Retired Person,0
DAMAN & DIU,Self-employed (Business activity),4
DAMAN & DIU,Service (Government),4
DAMAN & DIU,Service (Private),93
DAMAN & DIU,Student,20
DAMAN & DIU,Unemployed,13
DELHI (UT),Farming/Agriculture Activity,166
DELHI (UT),House Wife,3548
DELHI (UT),Others (Please Specify),4216
DELHI (UT),Professional Activity,97
DELHI (UT),Public Sector Undertaking,278
DELHI (UT),Retired Person,75
DELHI (UT),Self-employed (Business activity),342
DELHI (UT),Service (Government),318
DELHI (UT),Service (Private),2527
DELHI (UT),Student,1759
DELHI (UT),Unemployed,3518
GOA,Farming/Agriculture Activity,98
GOA,House Wife,646
GOA,Others (Please Specify),725
GOA,Professional Activity,27
GOA,Public Sector Undertaking,37
GOA,Retired Person,53
GOA,Self-employed (Business activity),134
GOA,Service (Government),80
GOA,Service (Private),701
GOA,Student,225
GOA,Unemployed,737
GUJARAT,Farming/Agriculture Activity,6466
GUJARAT,House Wife,18513
GUJARAT,Others (Please Specify),12717
GUJARAT,Professional Activity,5136
GUJARAT,Public Sector Undertaking,1175
GUJARAT,Retired Person,1745
GUJARAT,Self-employed (Business activity),3471
GUJARAT,Service (Government),862
GUJARAT,Service (Private),6568
GUJARAT,Student,3374
GUJARAT,Unemployed,6123
HARYANA,Farming/Agriculture Activity,2548
HARYANA,House Wife,4273
HARYANA,Others (Please Specify),11838
HARYANA,Professional Activity,454
HARYANA,Public Sector Undertaking,775
HARYANA,Retired Person,241
HARYANA,Self-employed (Business activity),824
HARYANA,Service (Government),927
HARYANA,Service (Private),2815
HARYANA,Student,1596
HARYANA,Unemployed,3137
HIMACHAL PRADESH,Farming/Agriculture Activity,538
HIMACHAL PRADESH,House Wife,937
HIMACHAL PRADESH,Others (Please Specify),1657
HIMACHAL PRADESH,Professional Activity,91
HIMACHAL PRADESH,Public Sector Undertaking,201
HIMACHAL PRADESH,Retired Person,22
HIMACHAL PRADESH,Self-employed (Business activity),249
HIMACHAL PRADESH,Service (Government),202
HIMACHAL PRADESH,Service (Private),476
HIMACHAL PRADESH,Student,448
HIMACHAL PRADESH,Unemployed,465
JAMMU & KASHMIR,Farming/Agriculture Activity,165
JAMMU & KASHMIR,House Wife,602
JAMMU & KASHMIR,Others (Please Specify),979
JAMMU & KASHMIR,Professional Activity,38
JAMMU & KASHMIR,Public Sector Undertaking,47
JAMMU & KASHMIR,Retired Person,29
JAMMU & KASHMIR,Self-employed (Business activity),65
JAMMU & KASHMIR,Service (Government),194
JAMMU & KASHMIR,Service (Private),166
JAMMU & KASHMIR,Student,272
JAMMU & KASHMIR,Unemployed,392
JHARKHAND,Farming/Agriculture Activity,1051
JHARKHAND,House Wife,1723
JHARKHAND,Others (Please Specify),3764
JHARKHAND,Professional Activity,274
JHARKHAND,Public Sector Undertaking,126
