Male,By Hanging,312532
Male,By Machine,1437
Male,By Drowning,58406
Male,By Fire-Arms,4690
Male,By Other means,5939
Male,By Over Alcoholism,14816
Male,By Fire/Self Immolation,43667
Male,By Consuming Insecticides,180785
Male,By Consuming Other Poison,147540
Male,By Jumping from (Building),5517
Male,By touching electric wires,8628
Male,By Self Infliction of injury,3518
Male,By Jumping from (Other sites),5629
Male,By Overdose of sleeping pills,5952
Male,By Other means (please specify),90639
Male,By Jumping off Moving Vehicles/Trains,6290
Male,By coming under running vehicles/trains,35933
Female,By Hanging,148423
Female,By Machine,224
Female,By Drowning,38305
Female,By Fire-Arms,1604
Female,By Other means,3299
Female,By Over Alcoholism,1157
Female,By Fire/Self Immolation,84339
Female,By Consuming Insecticides,94716
Female,By Consuming Other Poison,83638
Female,By Jumping from (Building),2354
Female,By touching electric wires,2188
Female,By Self Infliction of injury,1575
Female,By Jumping from (Other sites),2498
Female,By Overdose of sleeping pills,4008
Female,By Other means (please specify),44493
Female,By Jumping off Moving Vehicles/Trains,1826
Female,By coming under running vehicles/trains,9366
